release_date,rating_count,rating_avg,movieId,movieIdx
1994-09-07,9,3.11,369,217
1994-03-18,67,3.19,370,218
1994-03-18,20,3.25,371,219
1994-02-18,34,3.15,372,220
1993-07-08,18,4.17,373,221
1994-12-19,20,2.25,374,222
1994-12-01,3,3.67,375,223
1994-09-30,47,3.49,376,224
1987-03-01,12,3.25,378,225
1990-09-21,21,3.33,379,226
1988-12-11,198,3.61,380,227
1994-06-17,19,3.16,382,228
1995-01-20,4,3.25,384,229
1994-12-16,5,4.20,390,230
2004-08-12,,,395,231
1966-06-21,,,396,232
1995-05-05,1,2.00,397,233
1995-12-01,0,,400,234
1992-03-20,,,402,235
1954-07-16,16,2.38,405,236
1995-05-31,0,,406,237
1998-10-15,10,3.10,407,238
1937-12-20,1,3.00,408,239
2005-09-09,73,3.25,410,240
2005-12-07,,,411,241
1993-09-17,25,3.56,412,242
1994-08-05,26,2.42,413,243
1995-06-16,7,2.57,414,244
1997-06-20,12,2.92,415,245
1994-04-22,6,3.33,416,246
1994-07-29,13,3.62,417,247
1994-05-06,2,3.00,418,248
1993-10-15,15,2.67,419,249
1994-05-24,57,2.68,420,250
2004-12-10,11,3.00,421,251
1963-02-14,9,3.78,422,252
2002-09-24,14,3.43,423,253
1993-11-29,3,3.33,424,254
1958-05-09,12,3.17,426,255
2006-10-11,23,3.78,428,256
1997-09-09,32,3.75,431,257
1994-06-10,63,2.73,432,258
2006-03-09,106,3.16,434,259
2004-01-18,5,2.20,436,260
2004-10-15,2,3.00,438,261
2004-09-24,95,3.11,442,262
1994-06-03,6,2.67,443,263
1994-05-13,7,3.14,444,264
1993-09-16,9,4.00,446,265
1994-04-29,1,4.00,447,266
1993-10-15,11,3.64,448,267
1994-10-28,2,3.50,449,268
1994-04-29,16,3.44,450,269
1995-10-27,7,3.43,451,270
2001-12-11,5,2.40,453,271
1996-10-31,110,3.55,454,272
1994-08-24,6,3.33,456,273
1955-12-22,213,4.05,457,274
1956-12-18,4,3.75,458,275
1957-12-18,2,3.50,459,276
2005-01-06,2,2.50,460,277
1994-06-10,5,3.40,461,278
1993-06-04,7,3.43,463,279
2004-09-03,9,3.11,464,280
1988-03-03,5,3.60,465,281
1971-06-21,59,3.27,466,282
1995-12-08,3,3.33,467,283
1991-10-17,33,3.33,468,284
1997-01-01,49,3.94,471,285
1994-02-04,2,3.50,472,286
1998-07-10,3,1.00,473,287
1993-07-08,80,3.91,474,288
1993-06-09,16,3.62,477,289
1993-10-15,4,3.25,479,290
2005-10-14,32,3.41,481,291
1994-07-22,6,2.83,484,292
1993-06-18,53,2.98,485,293
1993-06-04,2,2.50,486,294
1994-03-11,2,3.50,487,295
1993-08-25,21,3.33,491,296
1972-06-08,23,3.35,493,297
1973-06-14,61,3.49,494,298
1976-05-15,8,4.00,495,299
2006-11-01,3,2.67,496,300
1993-10-08,3,2.67,498,301
1962-04-11,1,3.00,499,302
1992-09-02,153,3.58,500,303
1989-09-12,7,2.71,505,304
1993-10-01,17,3.53,507,305
1999-05-13,78,3.79,509,306
1975-02-21,3,3.00,511,307
2006-07-27,2,3.50,512,308
1996-09-06,6,2.50,513,309
1994-03-09,17,3.71,514,310
1993-11-05,46,4.09,515,311
1994-06-03,13,2.92,516,312
1993-07-30,16,3.12,517,313
1994-10-28,11,2.18,518,314
1993-04-17,24,2.42,519,315
1993-07-28,65,3.17,520,316
1994-09-27,9,2.89,522,317
2006-03-02,6,3.33,523,318
1995-11-22,36,3.67,524,319
1994-09-02,244,4.40,527,320
1994-09-30,2,2.50,528,321
1993-08-13,45,4.00,529,322
1995-12-24,18,3.39,532,323
1994-09-02,4,2.25,536,324
2005-10-12,10,3.10,537,325
1993-12-08,25,3.92,538,326
2004-01-21,18,2.78,540,327
1998-07-15,9,2.67,544,328
1998-05-14,5,3.00,547,329
1996-08-09,12,4.25,549,330
1999-10-15,11,3.27,550,331
1972-12-01,90,3.73,551,332
2000-03-03,50,3.24,552,333
2002-01-01,2,3.00,554,334
1993-09-09,70,4.00,555,335
1993-12-05,15,4.00,556,336
1948-01-01,,,560,337
1997-11-06,1,3.00,563,338
1999-04-16,1,3.00,564,339
1993-09-12,2,4.50,565,340
1995-06-30,2,3.50,568,341
1994-06-29,6,2.50,569,342
2001-03-07,,,570,343
2005-03-10,,,572,344
2001-03-07,14,3.64,575,345
1969-06-17,0,,576,346
1975-06-18,1,5.00,578,347
1990-11-09,17,4.29,581,348
2006-03-15,1,4.00,582,349
2001-11-01,41,3.20,585,350
1991-07-01,237,4.09,589,351
1997-11-18,147,3.46,597,352
2002-02-05,,,598,353
1950-08-10,14,4.14,599,354
1996-06-25,2,1.50,602,355
2003-11-05,19,3.37,605,356
1985-12-20,6,2.83,606,357
1997-07-02,,,607,358
1982-06-04,14,3.14,609,359
1981-08-07,33,3.39,610,360
1996-03-08,7,3.00,611,361
2004-09-08,13,3.54,613,362
1957-12-26,2,1.50,614,363
1915-02-08,,,618,364
1978-07-07,3,3.33,621,365
1969-05-07,,,624,366
1929-06-05,1,2.00,626,367
1996-02-23,9,3.33,627,368
1994-11-11,50,3.92,628,369
1939-08-15,2,3.50,630,370
1996-05-22,168,3.65,648,371
1967-05-24,1,3.00,649,372
1970-01-24,1,1.00,651,373
1954-06-22,,,654,374
1996-05-31,2,3.00,656,375
1965-12-16,,,660,376
1979-02-20,53,3.72,661,377
1998-01-16,,,666,378
2001-11-16,33,4.06,671,379
2002-11-13,,,672,380
2004-05-31,50,2.82,673,381
2005-11-05,21,2.71,674,382
1938-04-20,,,677,383
1994-09-10,6,4.00,680,384
1938-04-20,4,3.25,685,385
1997-07-11,1,4.00,686,386
1995-05-28,10,2.50,688,387
1975-01-01,,,689,388
1977-07-07,7,3.43,691,389
1993-09-05,2,4.00,695,390
1979-04-25,2,2.00,696,391
1928-01-20,3,3.33,697,392
1979-06-26,1,3.00,698,393
1950-11-09,3,3.00,705,394
1974-06-20,,,706,395
1989-07-07,12,2.92,709,396
1993-05-19,1,3.00,713,397
1997-12-11,11,3.73,714,398
1995-09-20,3,2.67,715,399
1993-01-27,3,3.00,718,400
1996-07-19,34,2.88,719,401
1996-05-01,2,4.00,722,402
1996-05-03,36,3.17,724,403
1996-05-03,4,2.50,725,404
1996-05-02,2,3.00,726,405
1995-01-01,16,4.00,728,406
1996-05-17,4,2.75,731,407
1996-06-06,135,3.81,733,408
1994-03-25,8,4.12,735,409
1996-05-10,150,3.34,736,410
1996-05-02,15,2.40,737,411
1995-11-18,27,4.26,741,412
1996-05-24,22,2.82,743,413
1999-08-06,62,4.29,745,414
2004-04-09,2,3.00,747,415
1996-05-31,22,3.36,748,416
1961-01-01,105,4.31,750,417
1963-01-01,,,751,418
2006-03-15,1,3.00,752,419
1968-11-24,5,3.60,753,420
1997-06-27,3,3.67,754,421
1996-01-19,1,2.00,755,422
1940-11-13,1,3.00,756,423
1964-03-01,1,4.00,757,424
1964-06-01,,,758,425
1973-10-17,3,3.33,760,426
1976-10-27,18,3.17,761,427
1981-10-15,1,5.00,764,428
1990-09-12,1,3.00,769,429
1939-12-15,0,,770,430
1990-11-09,0,,771,431
2006-07-26,,,773,432
1895-06-10,,,774,433
1902-09-01,1,2.00,775,434
1937-06-04,,,777,435
1932-05-06,4,2.75,779,436
1997-10-30,4,3.75,781,437
1997-09-07,6,3.33,782,438
1996-07-04,60,3.47,785,439
1995-01-01,2,4.50,787,440
1993-11-24,68,3.16,788,441
1966-11-18,,,789,442
1986-12-18,1,3.00,792,443
1998-04-10,,,795,444
1953-08-26,12,3.42,798,445
1999-03-11,24,3.29,799,446
1950-11-09,35,4.11,800,447
1996-07-05,72,3.40,802,448
1953-09-02,14,2.93,804,449
1968-06-12,49,3.88,805,450
1996-09-13,9,2.89,806,451
2007-05-17,8,2.12,810,452
1992-11-25,1,3.00,812,453
1980-07-02,3,2.67,813,454
2002-07-26,14,2.71,818,455
1958-10-10,1,5.00,822,456
1957-10-02,,,826,457
1951-09-17,4,3.50,828,458
1974-06-20,7,1.00,829,459
1955-06-01,2,3.50,831,460
1931-05-11,76,3.64,832,461
2006-01-12,1,3.00,834,462
1996-08-23,6,3.17,835,463
1963-08-22,13,2.62,836,464
1972-10-01,11,3.36,839,465
1984-12-14,7,3.86,841,466
2004-05-17,3,2.33,842,467
1951-06-18,1,5.00,845,468
1998-06-19,3,4.00,846,469
1988-05-01,,,847,470
1945-11-24,8,3.00,851,471
1996-08-16,52,3.37,852,472
1998-07-24,,,857,473
1993-06-24,200,4.58,858,474
1988-12-16,,,859,475
1999-10-30,,,863,476
1987-11-13,1,4.00,865,477
2004-10-17,27,4.00,866,478
1993-05-21,1,3.00,867,479
1996-08-16,4,2.75,869,480
1997-05-30,3,1.67,870,481
1952-04-10,1,5.00,872,482
1966-12-12,,,874,483
1932-02-02,2,4.00,875,484
1944-01-28,,,878,485
1991-12-11,5,3.40,879,486
1995-09-12,25,2.52,880,487
1992-12-11,4,3.00,881,488
1996-08-30,3,2.67,882,489
1996-07-17,,,884,490
1928-09-16,1,2.00,885,491
1965-10-15,1,2.00,886,492
1946-12-25,,,887,493
1995-09-08,1,1.00,890,494
1996-11-01,3,4.67,893,495
1959-05-01,3,3.67,896,496
1919-05-13,64,4.31,899,497
1938-02-18,22,4.00,900,498
1954-08-01,92,4.41,904,499
1929-01-30,25,4.44,905,500
1944-05-04,13,3.69,906,501
1965-12-22,11,4.09,907,502
1959-07-07,87,4.36,908,503
1944-11-23,33,3.85,909,504
1946-08-23,66,4.05,910,505
1942-11-26,117,4.31,912,506
1940-10-15,51,3.76,914,507
1957-02-13,8,3.75,917,508
2000-11-18,117,4.05,919,509
2005-06-02,20,3.90,921,510
1995-12-23,39,4.41,922,511
1941-04-30,85,4.29,923,512
1999-12-23,38,4.50,926,513
1984-06-07,5,4.60,927,514
1990-06-15,23,4.30,928,515
1998-05-20,5,3.80,929,516
1946-08-15,21,4.24,930,517
1946-10-14,16,3.62,932,518
1955-08-03,29,4.07,933,519
1964-01-29,6,4.17,935,520
1957-06-30,5,3.80,937,521
1965-12-18,11,3.91,938,522
1958-01-01,1,4.00,939,523
1987-03-06,4,4.00,941,524
1989-07-07,26,4.00,942,525
1992-05-15,12,4.08,943,526
1998-07-10,3,3.00,944,527
1935-09-06,21,4.00,945,528
1948-04-28,10,4.30,946,529
1995-12-15,16,3.69,949,530
2006-03-23,17,4.35,950,531
1956-10-17,21,3.43,952,532
2006-05-03,3,3.33,956,533
1987-06-24,1,4.00,957,534
1946-09-20,2,2.50,960,535
1936-03-06,1,5.00,961,536
1941-11-18,2,3.00,963,537
1925-09-06,2,2.50,964,538
1942-07-10,16,3.94,965,539
1960-10-22,1,4.00,966,540
1960-10-06,2,3.00,967,541
1951-12-03,50,4.50,969,542
1953-11-24,5,3.60,970,543
1958-02-17,17,3.82,971,544
1954-01-01,1,3.00,972,545
1941-03-12,7,4.29,973,546
1997-09-12,,,978,547
1943-03-11,1,1.00,980,548
1940-12-05,1,1.00,981,549
1962-10-24,4,3.00,982,550
1965-12-22,14,3.57,986,551
1974-12-01,1,3.00,987,552
1940-06-14,,,989,553
1924-04-21,2,2.50,992,554
1996-01-24,3,2.67,997,555
1996-11-06,3,3.67,998,556
1996-09-11,16,3.38,999,557
1996-09-27,5,3.00,1003,558
1996-10-04,3,2.67,1004,559
1996-10-04,7,2.57,1005,560
1996-10-11,6,3.17,1006,561
1975-07-01,11,2.73,1007,562
1955-05-25,5,3.60,1008,563
1975-03-21,18,3.28,1009,564
1968-12-22,17,3.06,1010,565
1974-02-14,9,3.67,1011,566
1957-12-25,19,3.63,1012,567
1961-06-12,21,3.43,1013,568
1960-05-19,10,3.40,1014,569
1993-02-03,23,3.43,1015,570
1959-03-19,10,3.10,1016,571
1960-12-21,17,3.29,1017,572
1954-12-23,37,3.73,1019,573
1993-09-30,29,3.41,1020,574
1994-07-15,14,3.21,1021,575
1950-03-04,55,3.64,1022,576
2005-04-15,17,4.12,1023,577
1994-09-02,4,3.25,1024,578
1963-12-25,26,3.65,1025,579
1948-11-29,1,3.00,1026,580
1991-06-14,44,3.23,1027,581
1964-08-27,78,3.91,1028,582
1941-10-22,42,3.79,1029,583
1977-11-03,18,3.28,1030,584
1971-10-07,22,3.50,1031,585
1951-07-03,49,3.69,1032,586
1981-07-10,21,3.67,1033,587
1996-08-23,10,4.00,1034,588
1965-03-02,80,4.04,1035,589
1988-07-15,151,4.01,1036,590
1992-03-05,27,2.89,1037,591
1998-06-19,,,1039,592
1996-05-24,26,3.92,1041,593
1996-10-04,49,3.59,1042,594
1996-10-18,4,2.50,1043,595
1996-09-04,1,3.00,1044,596
1996-06-21,8,3.88,1046,597
1996-10-11,30,3.33,1047,598
1996-01-26,1,2.00,1053,599
1996-10-16,2,1.50,1054,600
1997-01-31,3,2.00,1055,601
1996-02-06,4,4.00,1056,602
1996-12-06,17,3.88,1057,603
1996-10-18,42,4.31,1060,604
1996-10-18,33,3.61,1061,605
1996-12-10,3,4.33,1063,606
1996-05-20,14,3.07,1064,607
1937-05-07,11,4.45,1066,608
1937-11-19,1,4.00,1067,609
1947-07-22,1,4.00,1068,610
1944-12-09,3,3.67,1069,611
1961-12-25,2,4.00,1076,612
1973-12-17,39,4.13,1077,613
1971-04-28,19,3.89,1078,614
1988-07-15,89,4.04,1079,615
1979-08-17,91,3.98,1080,616
1982-04-25,29,3.69,1081,617
1972-08-23,16,3.69,1082,618
1965-07-01,8,3.00,1083,619
1967-07-18,56,3.95,1084,620
1958-10-07,8,3.50,1085,621
1954-05-29,26,4.04,1086,622
1995-11-22,4,4.00,1087,623
1982-06-25,27,2.70,1091,624
1958-01-29,36,3.22,1093,625
1992-09-02,50,3.98,1094,626
1992-09-15,27,3.93,1095,627
1982-12-08,26,4.08,1096,628
1982-04-03,160,3.88,1097,629
1938-12-16,11,3.73,1099,630
1990-06-27,19,2.68,1100,631
1986-05-16,74,3.46,1101,632
1951-09-18,40,3.98,1104,633
1996-10-08,2,2.00,1105,634
1996-05-20,8,4.00,1111,635
1995-09-07,3,3.67,1112,636
1996-10-25,7,2.43,1113,637
2003-06-29,3,3.33,1114,638
2005-09-15,,,1115,639
1996-10-12,33,3.73,1120,640
2006-10-27,2,4.00,1123,641
2006-10-19,28,3.64,1124,642
2004-06-11,11,2.82,1126,643
2005-09-02,71,3.69,1127,644
1980-02-08,6,3.50,1128,645
1981-05-22,48,3.42,1129,646
1981-04-03,8,3.75,1130,647
1986-08-27,17,4.18,1131,648
1986-11-19,16,3.69,1132,649
1980-10-06,23,3.35,1135,650
1975-03-13,145,4.36,1136,651
1996-07-19,1,4.00,1137,652
1996-10-17,1,3.00,1145,653
1996-10-25,16,4.56,1147,654
1993-12-17,75,4.20,1148,655
1982-05-12,10,3.80,1150,656
1994-09-10,1,4.00,1151,657
1948-11-24,1,3.00,1152,658
1948-05-26,1,3.00,1153,659
1947-12-15,1,1.00,1154,660
1979-05-02,8,4.12,1161,661
1994-03-02,2,2.50,1163,662
1996-11-01,3,2.00,1167,663
1996-11-01,1,3.00,1168,664
1990-09-28,1,4.00,1169,665
1992-09-04,31,3.58,1171,666
1988-11-17,46,4.35,1172,667
1989-09-10,19,3.32,1173,668
1994-05-18,1,3.00,1174,669
1991-04-17,30,4.27,1175,670
1991-05-15,9,3.78,1176,671
1991-11-06,13,3.77,1177,672
1957-09-18,15,4.40,1178,673
1990-09-14,40,3.90,1179,674
1991-12-27,3,3.67,1180,675
1997-10-23,1,4.00,1181,676
1996-11-14,74,3.69,1183,677
1991-01-31,4,4.00,1184,678
1989-07-21,28,3.82,1185,679
1989-08-18,29,3.76,1186,680
1992-12-11,11,3.55,1187,681
1992-08-20,34,3.47,1188,682
1988-08-28,20,4.10,1189,683
1989-12-12,5,2.20,1190,684
1991-05-10,10,3.60,1191,685
1990-03-13,9,4.44,1192,686
1975-11-18,144,4.38,1193,687
1978-01-01,15,3.80,1194,688
1980-05-17,234,4.33,1196,689
1987-09-18,163,4.33,1197,690
1981-06-12,220,4.30,1198,691
1985-02-20,62,4.18,1199,692
1986-07-18,125,4.02,1200,693
1966-12-23,57,4.09,1201,694
1987-01-01,7,3.71,1202,695
1957-03-25,74,4.41,1203,696
1962-12-10,51,4.27,1204,697
1971-12-18,121,4.12,1206,698
1962-12-25,80,4.31,1207,699
1979-08-15,112,4.28,1208,700
1968-12-21,16,4.38,1209,701
1983-05-23,217,4.16,1210,702
1987-01-01,19,4.32,1211,703
1949-08-31,38,4.34,1212,704
1999-12-25,131,4.31,1213,705
1979-05-25,127,4.09,1214,706
1992-10-09,52,3.94,1215,707
1988-05-11,5,3.00,1216,708
1985-06-01,26,4.54,1217,709
1989-07-06,14,4.29,1218,710
1960-06-16,77,4.32,1219,711
1980-06-17,94,3.99,1220,712
1974-12-20,135,4.47,1221,713
1987-06-26,104,4.19,1222,714
1990-05-18,39,4.15,1223,715
1989-10-05,22,4.23,1224,716
1984-10-26,100,4.25,1225,717
1952-07-21,13,3.69,1226,718
1984-02-16,22,4.27,1227,719
1980-11-14,50,4.46,1228,720
1977-04-19,80,4.16,1230,721
1983-10-20,45,3.96,1231,722
1979-04-16,10,4.00,1232,723
1981-09-16,51,4.22,1233,724
1973-12-25,63,4.14,1234,725
1971-12-20,44,3.89,1235,726
1990-09-09,5,3.80,1236,727
1957-02-16,16,4.38,1237,728
1983-02-17,17,4.18,1238,729
1984-10-26,158,4.09,1240,730
1992-08-13,11,3.18,1241,731
1989-12-15,58,3.90,1242,732
1991-02-08,22,4.09,1243,733
2007-02-01,54,4.06,1244,734
2006-04-30,76,4.42,1252,735
2006-09-06,30,4.33,1254,736
1933-11-17,34,4.21,1256,737
1980-05-22,101,4.19,1258,738
2006-12-25,112,4.19,1259,739
2006-08-25,21,4.33,1260,740
1987-03-13,33,3.94,1261,741
2006-09-09,49,4.12,1262,742
1978-12-08,48,3.94,1263,743
1981-03-11,14,4.29,1264,744
2007-02-16,165,3.97,1265,745
2007-03-10,37,4.00,1269,746
1985-07-03,226,4.13,1270,747
1970-01-25,40,4.20,1272,748
2007-03-23,19,3.79,1273,749
1988-07-16,34,3.97,1274,750
1986-03-07,49,3.51,1275,751
1967-06-22,46,4.39,1276,752
1999-10-21,11,4.09,1277,753
2004-02-10,12,3.83,1279,754
1997-07-03,23,4.09,1281,755
1998-03-13,21,4.14,1283,756
2001-03-30,32,4.06,1284,757
2005-09-30,61,3.93,1285,758
1980-10-02,18,3.67,1286,759
1959-12-26,46,3.96,1287,760
1984-05-04,82,4.21,1288,761
1982-06-06,13,4.00,1289,762
1987-02-27,12,3.67,1290,763
1989-05-24,147,4.15,1291,764
1979-12-19,28,4.14,1292,765
1982-11-30,46,4.13,1293,766
2006-06-23,,,1294,767
1988-02-05,17,3.24,1295,768
1985-12-13,31,3.87,1296,769
1985-08-07,20,3.45,1297,770
1982-07-14,24,3.75,1298,771
1984-11-02,35,4.31,1299,772
1985-12-12,19,4.11,1300,773
1956-03-15,9,3.89,1301,774
1989-04-21,67,3.72,1302,775
1975-12-03,15,4.00,1303,776
1969-09-23,75,4.25,1304,777
1984-05-19,12,4.50,1305,778
1991-09-12,7,2.86,1306,779
1989-07-21,87,4.00,1307,780
1996-11-08,1,5.00,1310,781
1996-11-08,1,1.00,1311,782
1996-01-22,1,5.00,1312,783
1996-12-24,1,4.00,1317,784
1992-05-22,55,3.33,1320,785
1981-08-21,38,3.76,1321,786
1992-07-16,2,2.50,1322,787
1983-11-18,4,2.25,1323,788
1996-10-02,1,1.00,1324,789
1993-09-29,1,1.00,1325,790
1982-09-24,3,2.67,1326,791
1979-07-27,13,3.15,1327,792
1989-12-01,1,1.00,1328,793
1974-08-13,1,3.00,1329,794
1986-03-27,7,3.43,1330,795
1977-04-06,3,2.33,1331,796
1987-06-09,7,3.57,1332,797
1963-03-28,51,3.88,1333,798
1958-09-12,15,3.13,1334,799
1980-09-01,1,4.00,1335,800
1991-08-02,2,3.50,1336,801
1945-05-25,3,3.00,1337,802
1992-11-13,52,3.44,1339,803
1935-04-21,8,3.88,1340,804
1976-10-18,4,4.00,1341,805
1992-10-16,17,3.18,1342,806
1991-11-15,39,3.79,1343,807
1976-11-03,37,3.76,1345,808
1982-04-02,9,3.11,1346,809
1984-11-14,32,3.44,1347,810
1922-03-15,21,3.86,1348,811
1988-09-15,2,4.50,1349,812
1976-06-06,25,3.40,1350,813
1996-10-03,2,4.00,1351,814
1996-09-09,4,3.50,1352,815
1996-11-15,13,3.00,1353,816
1996-05-13,20,4.05,1354,817
