userId,movieId,rating
666,356,5
666,420,3
666,432,3
666,434,2
666,454,3
666,457,3
666,509,3
666,527,3
666,585,2
666,589,3
665,5378,4
665,5445,3
665,5479,2
665,5480,4
665,5502,4
665,4155,4
665,4161,3
665,4167,3
665,4205,3
665,4226,4
665,4238,3
665,4270,5
665,4277,5
665,4299,4
665,4305,3
665,4306,5
665,4308,5
665,4310,4
665,4318,3
665,4321,3
665,4333,2
665,4344,4
665,4351,4
665,4352,3
665,4367,4
665,4368,4
665,4370,2
665,4446,3
665,4448,1
665,4639,3
665,4643,4
665,4701,4
665,4736,1
665,4896,5
665,4993,5
665,5219,3
665,5377,4
665,3785,1
665,3793,4
665,3798,4
665,3809,3
665,3824,2
665,3825,3
665,3826,2
665,3857,2
665,3869,3
665,3882,3
665,3893,1
665,3908,1
665,3916,5
665,3948,4
665,3949,3
665,3964,3
665,3977,4
665,3978,3
665,3986,3
665,3987,3
665,3988,5
665,3991,3
665,3994,4
665,3996,4
665,3997,2
665,3998,4
665,4006,3
665,4018,4
665,4020,3
665,4022,4
665,4023,5
665,4025,5
665,4027,4
665,4034,3
665,4039,3
665,4040,3
665,4052,4
665,4067,3
665,4069,4
665,4091,4
665,4109,3
665,4132,3
665,3253,3
665,3255,3
665,3257,3
665,3258,2
665,3259,3
665,3263,4
665,3269,3
665,3273,2
665,3285,1
665,3287,4
665,3298,4
665,3300,3
665,3301,5
665,3316,4
665,3317,4
665,3325,3
665,3354,2
665,3396,3
665,3398,3
665,3408,4
665,3409,4
665,3418,3
665,3436,3
665,3450,3
665,3477,4
665,3481,3
665,3483,3
665,3484,3
665,3510,5
665,3527,3
665,3534,4
665,3555,4
665,3565,2
665,3578,5
665,3615,4
665,3617,2
665,3623,4
665,3672,3
665,3705,3
665,3712,3
665,3717,3
665,3752,3
665,3753,4
665,3755,3
665,3784,3
665,3051,3
665,3052,3
665,3081,3
665,3100,3
665,3157,4
665,3160,4
665,3173,4
665,3174,3
665,3186,4
665,3225,4
665,3243,2
665,3247,3
665,3248,2
665,3252,3
665,3039,3
665,2720,3
665,2722,2
665,2723,2
665,2724,3
665,2761,4
665,2763,2
665,2791,4
665,2797,5
665,2806,2
665,2826,1
665,2846,4
665,2858,3
665,2881,3
665,2890,2
665,2918,5
665,2953,2
665,2961,4
665,2987,3
665,2997,3
665,3004,1
665,3005,3
665,3033,2
665,3034,5
665,2567,4
665,2571,5
665,2572,3
665,2581,2
665,2622,2
665,2628,3
665,2640,5
665,2683,4
665,2688,4
665,2694,4
665,2706,3
665,2707,2
665,2710,3
665,2719,2
665,2231,3
665,2245,3
665,2248,3
665,2268,4
665,2282,1
665,2291,3
665,2302,3
665,2316,3
665,2335,3
665,2340,4
665,2384,2
665,2396,2
665,2406,3
665,2411,4
665,2412,4
665,2421,3
665,2422,1
665,2424,4
665,2431,3
665,2447,3
665,2485,3
665,2491,3
665,2497,2
665,2502,3
665,2541,3
665,2558,3
665,2036,2
665,2054,3
665,2071,4
665,2078,4
665,2081,5
665,2082,2
665,2087,5
665,2089,4
665,2090,3
665,2092,3
665,2096,3
665,2106,4
665,2125,5
665,2137,4
665,2139,5
665,2141,5
665,2142,3
665,1704,5
665,1721,3
665,1754,5
665,1784,4
665,1821,3
665,1835,4
665,1884,3
665,2002,2
665,2012,3
665,2017,3
665,1393,4
665,1408,3
665,1409,4
665,1457,4
665,1468,2
665,1485,4
665,1513,2
665,1541,3
665,1569,4
665,1580,4
665,1593,3
665,1608,4
665,1639,3
665,1673,3
665,1682,4
665,1693,3
665,1703,3
665,1213,4
665,1258,3
665,1265,2
665,1270,5
665,1285,4
665,1307,4
665,1339,3
665,1388,3
665,709,3
665,736,3
665,788,3
665,802,3
665,804,3
665,839,3
665,852,3
665,912,5
665,919,4
665,1012,3
665,1013,4
665,1015,4
665,1019,3
665,1020,3
665,1022,4
665,1023,4
665,1025,4
665,1028,4
665,1029,4
665,1030,4
665,1031,4
665,1032,4
665,1033,4
665,1036,3
665,1043,3
665,1060,4
665,1061,3
665,1093,3
665,1097,5
665,1100,3
665,1101,5
665,1136,5
665,1188,3
665,1196,4
665,1206,3
665,1210,4
665,457,3
665,491,3
665,493,3
665,500,2
665,516,2
665,520,2
665,524,3
665,527,5
665,551,2
665,585,1
665,597,5
665,605,3
665,661,3
665,673,2
665,239,3
665,252,3
665,260,4
665,266,4
665,292,4
665,296,4
665,317,5
665,318,5
665,337,2
665,339,3
665,344,3
665,353,2
665,356,4
665,357,2
665,358,3
665,364,5
665,368,3
665,380,3
665,413,2
665,432,3
665,450,4
665,454,3
665,3,3
665,5,3
665,32,4
665,34,2
665,39,2
665,48,4
665,60,2
665,62,3
665,104,4
665,129,3
665,140,3
665,165,3
665,168,5
665,207,3
665,236,4
664,134170,5
664,97304,4
664,97921,4
664,98809,5
664,99114,4
664,101362,4
664,101864,4
664,102125,4
664,102445,4
664,102903,4
664,103042,4
664,103228,2
664,103249,4
664,103772,3
664,106487,4
664,106782,4
664,108932,5
664,109487,5
664,110102,5
664,111362,5
664,111759,5
664,112552,3
664,112556,3
664,112852,5
664,115149,4
664,115210,3
664,115617,5
664,115713,4
664,116797,4
664,122882,4
664,122892,5
664,122900,5
664,87306,4
664,87430,3
664,87520,4
664,87869,4
664,88129,4
664,88140,4
664,88744,4
664,89030,3
664,89745,5
664,89774,4
664,90746,4
664,90866,4
664,91500,3
664,91529,5
664,91542,4
664,92420,4
664,93363,4
664,93840,4
664,94018,4
664,94478,3
664,94777,4
664,94864,3
664,95167,4
664,95510,4
664,95875,4
664,96079,4
664,96610,4
664,96737,5
664,76251,4
664,77561,4
664,78088,4
664,78469,3
664,78499,4
664,79057,3
664,79132,5
664,79592,4
664,79702,4
664,80219,4
664,80463,4
664,80489,5
664,80846,4
664,81229,4
664,81562,4
664,81932,4
664,82459,5
664,83134,3
664,84152,4
664,84392,4
664,84601,4
664,84954,4
664,85131,3
664,85412,5
664,86332,4
664,86911,4
664,87232,4
664,68554,3
664,68791,4
664,68954,4
664,69122,5
664,69306,3
664,69481,4
664,69524,5
664,69526,4
664,69757,3
664,70286,5
664,70336,3
664,71033,5
664,71106,4
664,71135,5
664,71468,2
664,71530,4
664,71535,5
664,71838,5
664,72011,4
664,72380,4
664,72489,3
664,72998,4
664,73017,4
664,73268,5
664,73321,4
664,74228,4
664,74458,5
664,74532,3
664,74545,4
664,74685,2
664,74789,3
664,60074,3
664,60684,3
664,60753,5
664,60760,4
664,60832,3
664,61024,5
664,61248,4
664,62374,4
664,62849,3
664,63062,5
664,63082,4
664,63131,5
664,64497,3
664,64614,5
664,64620,4
664,64997,3
664,65642,5
664,67087,4
664,67197,4
664,68157,4
664,68159,4
664,68237,4
664,68319,4
664,68358,4
664,58103,4
664,58559,5
664,58998,4
664,59016,3
664,59315,4
664,59369,5
664,59615,3
664,59784,4
664,60040,4
664,60072,4
664,52281,4
664,52328,4
664,52458,4
664,52604,5
664,52644,3
664,52722,3
664,52973,4
664,53125,4
664,53519,4
664,53972,4
664,53996,5
664,54286,4
664,54503,5
664,54995,4
664,55094,4
664,55118,4
664,55276,5
664,55290,5
664,55765,4
664,55820,4
664,55908,5
664,56145,4
664,56156,3
664,56174,4
664,56367,3
664,56788,3
664,57368,4
664,57401,4
664,57669,4
664,37857,4
664,38061,5
664,39446,5
664,40583,4
664,44191,5
664,44195,5
664,44199,4
664,44665,5
664,46970,4
664,46976,4
664,47610,4
664,48394,4
664,48516,5
664,48738,5
664,48774,4
664,48780,4
664,49272,4
664,49278,4
664,49932,3
664,51255,4
664,51412,4
664,51662,4
664,51709,4
664,51935,4
664,26614,4
664,27773,4
664,27788,5
664,27904,5
664,30749,5
664,30793,3
664,31685,3
664,31696,4
664,31878,4
664,32029,4
664,32587,5
664,33004,4
664,33085,3
664,33166,4
664,33679,3
664,33794,4
664,34048,3
664,34162,4
664,34319,3
664,34405,4
664,35836,4
664,36517,3
664,36529,5
664,37729,3
664,37733,3
664,37741,4
664,7362,3
664,7438,4
664,7445,5
664,7458,3
664,7502,5
664,7827,5
664,8361,3
664,8528,4
664,8529,4
664,8636,4
664,8641,5
664,8644,4
664,8783,4
664,8784,5
664,8798,4
664,8836,4
664,8914,4
664,8947,3
664,8950,5
664,8957,5
664,8970,5
664,6365,4
664,6378,4
664,6537,4
664,6539,4
664,6548,4
664,6586,4
664,6709,3
664,6711,3
664,6755,3
664,6862,4
664,6870,5
664,6874,4
664,6934,4
664,7022,4
664,7143,3
664,7147,4
664,7153,4
664,7160,4
664,7254,5
664,7293,4
664,7346,4
664,7347,4
664,7360,4
664,7361,4
664,5952,4
664,5954,3
664,5956,4
664,5989,4
664,6016,4
664,6059,4
664,6156,3
664,6187,4
664,6213,4
664,6263,3
664,6281,4
664,6323,5
664,6333,4
664,4848,4
664,4865,4
664,4874,4
664,4878,5
664,4887,4
664,4890,3
664,4963,4
664,4993,4
664,5010,4
664,5064,4
664,5152,4
664,5171,4
664,5349,4
664,5388,4
664,5418,4
664,5420,3
664,5445,5
664,5459,4
664,5574,3
664,5630,4
664,5669,4
664,5679,4
664,5782,5
664,5803,2
664,5903,4
664,3793,4
664,3863,4
664,3897,4
664,3949,4
664,3969,4
664,3994,4
664,3996,4
664,4022,3
664,4223,4
664,4226,5
664,4238,3
664,4239,4
664,4262,5
664,4270,4
664,4299,4
664,4306,4
664,4310,3
664,4343,4
664,4344,4
664,4369,4
664,4370,4
664,4378,4
664,4387,4
664,4641,3
664,4643,4
664,4720,4
664,4776,5
664,2916,4
664,2985,3
664,3000,4
664,3006,4
664,3033,4
664,3039,4
664,3052,4
664,3081,4
664,3147,4
664,3160,3
664,3253,4
664,3275,5
664,3408,3
664,3452,5
664,3476,4
664,3481,4
664,3499,3
664,3527,3
664,3555,4
664,3578,5
664,3623,4
664,3717,4
664,3752,4
664,3753,4
664,3785,4
664,2167,3
664,2232,4
664,2288,4
664,2291,5
664,2329,5
664,2334,4
664,2403,4
664,2420,4
664,2427,3
664,2502,4
664,2529,4
664,2542,5
664,2571,5
664,2594,5
664,2628,3
664,2641,3
664,2683,4
664,2692,4
664,2700,4
664,2706,4
664,2710,3
664,2716,4
664,2717,4
664,2762,5
664,2826,4
664,2858,4
664,1748,5
664,1884,5
664,1909,4
664,1917,4
664,2058,4
664,2115,4
664,2126,4
664,1676,4
664,1732,5
664,1747,3
664,1466,5
664,1527,4
664,1573,4
664,1580,4
664,1617,4
664,1639,4
664,858,4
664,1027,4
664,1036,4
664,1079,3
664,1080,5
664,1127,5
664,1136,5
664,1196,5
664,1197,5
664,1198,5
664,1199,4
664,1200,4
664,1206,4
664,1210,5
664,1213,4
664,1214,4
664,1215,5
664,1221,5
664,1222,4
664,1240,4
664,1258,4
664,1265,4
664,1270,4
664,1291,5
664,1320,4
664,1333,4
664,1339,4
664,1393,4
664,1405,3
664,1464,3
664,260,5
664,288,4
664,292,4
664,296,5
664,318,5
664,353,4
664,356,5
664,367,4
664,431,4
664,457,4
664,589,5
664,597,3
664,648,5
664,673,3
664,733,4
664,741,4
663,134528,4
663,134783,3
663,134853,4
663,135861,4
663,135887,5
663,136598,4
663,137595,3
663,138204,4
663,139642,4
664,1,4
664,29,4
664,32,5
664,47,5
664,50,5
664,70,4
664,110,4
664,163,4
664,165,4
664,198,4
664,223,4
664,256,3
662,500,4
662,509,3
662,527,5
662,597,4
662,736,1
663,1,4
663,356,4
663,1270,4
663,2571,4
663,111781,4
663,117529,4
663,120799,4
663,122882,4
663,122900,4
663,127124,4
663,128512,3
663,132046,4
663,133419,4
663,134246,3
663,134368,4
662,367,3
662,380,3
662,420,3
662,432,3
662,434,3
662,454,3
662,457,4
662,474,3
662,337,4
662,339,4
662,344,2
662,356,5
662,357,3
662,364,3
661,1296,3
661,1704,5
661,1965,4
661,2352,3
661,2686,5
661,3198,5
661,3363,4
661,3552,5
661,4262,4
661,5952,5
661,6104,5
661,7153,5
661,46578,5
661,48516,4
662,10,3
662,19,2
662,34,4
662,39,3
662,47,3
662,165,3
662,208,3
662,219,5
662,225,3
662,236,3
662,256,3
662,266,4
662,282,4
662,288,1
662,292,4
662,296,3
662,316,2
662,317,4
662,318,5
660,106642,4
660,106696,5
660,106920,4
660,108932,5
660,109487,5
660,111362,5
660,111659,5
660,111759,5
660,112852,5
660,113378,4
660,114180,4
660,115617,5
660,116823,5
660,122886,4
660,135518,4
661,318,5
661,481,4
661,527,5
661,1019,5
661,1020,3
661,1027,1
661,1077,5
661,1185,5
661,1242,5
661,1259,4
661,1263,5
660,70286,5
660,72998,4
660,73017,5
660,76251,5
660,77561,4
660,79091,5
660,79132,5
660,79357,4
660,81564,5
660,81834,5
660,81847,5
660,83132,4
660,86298,4
660,86332,4
660,86882,4
660,87232,5
660,87306,5
660,88125,5
660,89745,5
660,91500,5
660,91542,5
660,95167,5
660,95510,4
660,97913,5
660,98809,5
660,99114,5
660,101864,4
660,102125,4
660,102445,5
660,103141,5
660,103335,5
660,106002,4
660,106072,4
660,106487,5
660,106489,5
660,5952,4
660,6807,4
660,6874,5
660,6934,3
660,7099,5
660,7153,5
660,8970,4
660,26662,4
660,26776,4
660,33493,5
660,40815,5
660,49272,5
660,52319,4
660,54001,5
660,58559,5
660,59315,5
660,59784,5
660,60069,5
660,60684,5
660,68157,5
660,68358,5
660,68954,5
660,69844,5
660,5218,4
660,5378,4
659,613,3
659,630,3
659,648,3
659,724,2
659,733,3
659,736,3
659,748,2
659,788,3
659,800,3
659,805,3
659,832,3
659,858,5
659,880,2
659,1196,5
659,1210,4
659,1222,4
659,1233,4
659,1356,4
660,1,3
660,32,4
660,260,5
660,356,3
660,1196,4
660,1198,4
660,1210,4
660,1223,5
660,1270,3
660,1291,4
660,2571,4
660,3751,3
660,4993,4
659,457,4
659,471,4
659,481,3
659,493,3
659,500,5
659,509,4
659,515,4
659,527,4
659,529,5
659,555,2
659,563,3
659,589,5
659,597,3
659,606,2
659,316,3
659,318,3
659,331,3
659,337,4
659,339,5
659,342,2
659,344,4
659,353,3
659,355,2
659,356,4
659,357,3
659,364,5
659,365,2
659,367,4
659,369,2
659,373,4
659,375,4
659,376,3
659,380,5
659,412,3
659,422,3
659,442,2
659,446,3
659,454,4
659,188,3
659,190,2
659,194,4
659,198,2
659,202,4
659,207,3
659,208,2
659,215,4
659,224,3
659,230,4
659,235,5
659,257,3
659,260,5
659,265,3
659,266,2
659,281,4
659,282,3
659,292,3
659,296,3
659,55,3
659,62,3
659,78,2
659,92,4
659,110,3
659,113,4
659,151,4
659,155,3
659,160,2
659,162,4
659,32,4
659,35,3
659,36,4
659,43,3
659,45,3
659,47,4
659,50,4
659,29,4
657,344,3
657,356,3
657,380,3
657,457,4
657,648,3
658,34,4
658,58,5
658,62,5
658,110,4
658,151,5
658,161,4
658,296,3
658,318,4
658,339,4
658,356,5
658,364,5
658,468,4
658,491,4
658,527,5
658,800,3
658,802,5
658,912,5
658,1210,4
658,1233,5
658,1339,4
658,1356,3
658,1408,5
658,1608,4
658,1617,4
658,1633,3
658,1678,4
658,1704,4
658,1721,5
658,1747,4
658,1810,4
658,2087,5
658,2249,3
658,2268,3
658,2291,3
658,2302,5
658,2396,5
658,2670,5
658,2716,5
658,2953,3
658,2987,5
659,17,4
659,19,1
656,3649,4
656,3701,5
656,3717,2
656,3751,4
656,3752,1
656,3753,5
656,3793,4
656,3801,5
656,3845,5
656,3863,4
656,3897,5
656,3909,5
656,3952,5
656,3977,5
656,3988,5
656,4022,5
656,4023,4
656,4025,4
656,4027,5
656,4033,5
656,4034,5
656,4039,5
656,4042,4
656,4069,4
656,4155,3
656,4161,4
656,4167,2
656,4177,5
656,4178,5
656,4184,5
656,4186,4
656,4187,5
656,4189,5
656,4190,5
656,4191,5
656,4205,5
656,4228,4
657,161,4
657,165,3
657,292,4
657,296,5
657,318,3
657,329,4
656,3364,5
656,3408,4
656,3524,4
656,3534,4
656,3548,5
656,3565,5
656,3578,5
656,3623,5
656,2792,4
656,2805,3
656,2858,5
656,2861,4
656,2881,5
656,2906,4
656,2908,4
656,2961,5
656,2971,5
656,2987,4
656,3051,5
656,3081,4
656,3155,5
656,3179,5
656,3203,5
656,3238,4
656,3251,5
656,3363,5
656,1200,5
656,1203,5
656,1208,5
656,1214,5
656,1225,5
656,1230,5
656,1269,5
656,1513,5
656,1608,5
656,1692,5
656,1693,5
656,1784,5
656,1959,5
656,2130,4
656,2141,4
656,2147,4
656,2188,3
656,2294,5
656,2369,4
656,2390,4
656,2394,4
656,2396,5
656,2520,5
656,2622,5
656,2628,5
656,2670,5
656,2676,4
656,2686,5
656,2688,5
656,2690,5
656,2710,1
656,2712,4
656,2724,4
656,2734,3
656,2761,5
656,2762,5
656,2763,5
656,2791,5
655,8957,5
655,30793,4
655,32587,5
655,45722,5
655,46578,1
655,47997,4
655,54259,4
655,54999,4
655,56715,4
655,58559,5
655,59387,4
655,59784,5
655,60684,3
655,68954,4
655,69122,3
655,71535,5
655,72998,4
655,79132,2
655,83134,4
655,91500,2
655,99114,3
655,116397,4
655,143859,3
655,148626,3
655,158314,5
656,412,5
656,779,4
656,858,5
656,900,5
656,909,5
656,926,5
656,932,5
656,952,5
656,969,5
656,1019,4
656,1032,5
655,2997,4
655,3016,4
655,3017,4
655,3018,4
655,3039,4
655,3052,5
655,3210,4
655,3421,5
655,3617,5
655,3968,4
655,4299,4
655,4306,5
655,4499,5
655,4533,4
655,4571,4
655,4720,4
655,4993,5
655,5303,4
655,5952,5
655,6378,3
655,6539,5
655,6874,5
655,6902,4
655,7153,5
655,7254,2
655,7438,3
655,7817,4
655,1270,5
655,1291,5
655,1527,4
655,1645,5
655,1748,4
655,1799,4
655,2174,4
655,2302,4
655,2423,4
655,2502,4
655,2542,5
655,2571,5
655,2706,5
655,2716,5
655,2746,4
655,2918,5
654,34528,4
654,34532,4
654,35836,5
654,35957,5
654,37727,3
654,37729,4
654,37733,5
654,37741,4
654,38038,5
654,39292,4
654,40278,4
654,40815,5
654,40819,5
654,41566,4
654,41569,4
654,41997,4
654,42009,3
654,42734,3
654,43560,5
654,44022,4
654,44191,5
654,44199,4
655,32,4
655,50,5
655,163,4
655,260,3
655,296,4
655,316,4
655,353,4
655,364,5
655,367,4
655,368,5
655,520,2
655,750,5
655,1080,3
655,1136,5
655,1196,3
655,1197,5
655,1198,5
655,1258,4
655,1261,5
655,1265,4
654,34332,5
654,34405,5
654,6157,2
654,6188,4
654,6281,5
654,6287,4
654,6296,4
654,6297,4
654,6323,4
654,6333,5
654,6365,4
654,6373,4
654,6377,5
654,6378,4
654,6385,5
654,6502,4
654,6503,1
654,6534,3
654,6537,4
654,6539,5
654,6565,5
654,6708,4
654,6711,3
654,6807,5
654,6863,5
654,6870,4
654,6874,5
654,6934,4
654,6942,5
654,6953,4
654,6979,4
654,7028,4
654,7143,4
654,7147,5
654,7153,5
654,7162,5
654,7254,4
654,7361,4
654,7438,4
654,7458,4
654,7569,4
654,8360,5
654,8368,5
654,8376,5
654,8464,4
654,8504,5
654,8528,5
654,8622,2
654,8636,5
654,8784,5
654,8827,5
654,8914,4
654,8949,4
654,8958,5
654,8970,5
654,26819,4
654,30793,4
654,30812,5
654,30825,3
654,32587,5
654,33166,5
654,33493,5
654,33660,5
654,33794,5
654,33836,2
654,34048,4
654,34072,5
654,34319,4
654,4979,4
654,4980,4
654,4993,5
654,4995,5
654,5064,4
654,5171,4
654,5218,4
654,5266,5
654,5299,5
654,5308,4
654,5349,5
654,5377,5
654,5378,4
654,5388,4
654,5444,5
654,5445,5
654,5459,3
654,5481,4
654,5500,4
654,5502,5
654,5528,4
654,5630,5
654,5650,4
654,5679,4
654,5782,4
654,5945,3
654,5952,5
654,5956,5
654,5970,5
654,5989,5
654,6156,4
654,3967,3
654,3977,4
654,3984,4
654,3994,4
654,3996,5
654,4002,5
654,4007,5
654,4014,5
654,4016,5
654,4018,2
654,4022,4
654,4023,4
654,4025,4
654,4027,4
654,4034,5
654,4061,4
654,4069,2
654,4085,4
654,4121,4
654,4128,5
654,4226,5
654,4246,4
654,4262,4
654,4270,4
654,4306,5
654,4308,2
654,4310,3
654,4321,5
654,4370,4
654,4447,4
654,4458,5
654,4489,5
654,4499,4
654,4545,4
654,4571,4
654,4621,4
654,4641,4
654,4643,4
654,4678,4
654,4701,4
654,4718,4
654,4720,5
654,4734,5
654,4776,5
654,4865,4
654,4878,5
654,4896,4
654,4963,4
654,3259,4
654,3261,4
654,3264,4
654,3269,4
654,3274,4
654,3300,3
654,3301,3
654,3354,1
654,3386,5
654,3396,5
654,3408,4
654,3421,5
654,3441,4
654,3471,5
654,3476,5
654,3479,5
654,3481,5
654,3499,5
654,3510,5
654,3526,5
654,3527,5
654,3535,4
654,3578,4
654,3608,5
654,3624,4
654,3638,4
654,3639,5
654,3671,5
654,3686,4
654,3697,4
654,3698,3
654,3699,5
654,3740,4
654,3745,4
654,3751,4
654,3753,5
654,3755,4
654,3785,5
654,3793,4
654,3809,4
654,3844,4
654,3863,4
654,3868,5
654,3869,4
654,3897,4
654,3911,4
654,3916,5
654,3948,5
654,3253,5
654,3254,4
654,3255,4
654,3101,4
654,3108,5
654,3146,3
654,3147,5
654,3148,5
654,3159,5
654,3174,4
654,3210,4
654,3247,4
654,3249,4
654,2567,3
654,2571,5
654,2581,4
654,2628,4
654,2640,5
654,2641,5
654,2643,3
654,2657,2
654,2672,4
654,2683,5
654,2687,5
654,2694,4
654,2699,4
654,2700,5
654,2706,5
654,2710,4
654,2712,2
654,2713,4
654,2716,5
654,2717,4
654,2718,5
654,2722,4
654,2723,4
654,2724,2
654,2735,5
654,2746,5
654,2759,4
654,2762,5
654,2791,5
654,2792,4
654,2794,4
654,2795,5
654,2797,5
654,2803,4
654,2804,5
654,2805,4
654,2808,3
654,2858,5
654,2881,4
654,2890,5
654,2908,4
654,2916,5
654,2918,5
654,2947,5
654,2948,2
654,2949,5
654,2953,4
654,2968,5
654,2985,5
654,2986,4
654,2987,4
654,2989,4
654,2991,4
654,2993,4
654,2997,4
654,3000,3
654,3006,4
654,3016,4
654,3033,5
654,3044,5
654,3052,4
654,3081,5
654,2139,4
654,2141,5
654,2144,5
654,2150,4
654,2174,5
654,2194,4
654,2232,4
654,2253,4
654,2268,5
654,2273,4
654,2291,5
654,2294,4
654,2301,5
654,2302,5
654,2335,4
654,2340,4
654,2376,3
654,2384,4
654,2391,4
654,2394,4
654,2396,5
654,2405,4
654,2406,5
654,2407,4
654,2413,4
654,2420,5
654,2423,5
654,2424,4
654,2427,3
654,2431,4
654,2463,4
654,2471,4
654,2478,5
654,2485,4
654,2502,5
654,2528,4
654,2012,4
654,2072,4
654,2081,5
654,2082,4
654,2094,4
654,2108,5
654,2115,5
654,2124,5
654,1527,4
654,1552,4
654,1562,3
654,1566,4
654,1573,5
654,1580,5
654,1586,4
654,1608,5
654,1614,4
654,1617,5
654,1625,5
654,1639,4
654,1645,4
654,1653,5
654,1663,4
654,1682,4
654,1693,5
654,1704,4
654,1717,4
654,1721,5
654,1748,4
654,1779,3
654,1784,4
654,1797,5
654,1909,4
654,1967,5
654,2002,4
654,2003,4
654,2004,4
654,1225,5
654,1240,5
654,1252,5
654,1259,5
654,1265,4
654,1270,5
654,1285,5
654,1288,5
654,1291,5
654,1307,4
654,1320,4
654,1343,4
654,1345,4
654,1347,5
654,1356,5
654,1357,5
654,1372,5
654,1373,2
654,1393,5
654,1405,5
654,1409,4
654,1449,5
654,1461,4
654,1485,5
654,1500,4
654,1517,4
654,673,4
654,733,4
654,736,3
654,743,4
654,748,4
654,761,4
654,802,5
654,805,5
654,818,4
654,832,5
654,852,3
654,858,5
654,879,3
654,919,5
654,1027,4
654,1028,5
654,1036,5
654,1037,1
654,1042,5
654,1060,5
654,1079,4
654,1080,4
654,1097,5
654,1101,4
654,1126,4
654,1127,4
654,1129,5
654,1136,5
654,1183,5
654,1193,4
654,1196,5
654,1197,5
654,1198,5
654,1200,5
654,1210,4
654,1213,4
654,1214,5
654,1215,4
654,1220,4
654,648,5
654,661,4
654,671,4
654,442,4
654,450,4
654,454,4
654,457,5
654,466,5
654,474,4
654,485,2
654,500,5
654,519,3
654,520,4
654,527,5
654,551,5
654,552,4
654,555,4
654,585,4
654,589,5
654,597,4
654,112,4
654,161,5
654,165,4
654,172,4
654,193,1
654,208,3
654,223,5
654,225,5
654,235,5
654,236,4
654,252,4
654,256,3
654,260,5
654,292,5
654,296,5
654,316,4
654,317,4
654,318,5
654,329,4
654,337,4
654,339,4
654,344,5
654,349,4
654,356,4
654,364,5
654,366,4
654,367,5
654,368,4
654,370,4
654,372,5
654,376,4
654,380,4
654,410,4
654,415,5
654,434,4
653,1042,5
653,1097,4
653,1197,5
653,1517,5
653,1580,5
653,1653,4
653,1682,5
653,1721,3
653,1805,1
653,1848,3
653,2036,3
653,2083,3
653,2103,3
653,2125,5
653,2687,4
653,2762,5
653,3004,3
653,3051,5
653,3156,5
